# Goxel 0.12.0
# One line per voxel
# X Y Z RRGGBB
-4 -3 0 0097af
-3 -3 0 008a9f
-2 -3 0 008a9f
-1 -3 0 008a9f
-4 -2 0 0097af
-3 -2 0 008296
-2 -2 0 008296
-1 -2 0 008296
-4 -1 0 0097af
-3 -1 0 008296
-2 -1 0 008296
-1 -1 0 008296
-2 -1 5 6d0000
-1 -1 5 620000
-1 -1 6 5f0000
-1 -1 7 5f0000
-1 -1 8 610000
-1 -1 9 650000
-1 -1 10 6d0000
-1 -1 11 520000
-1 -1 12 520000
-1 -1 13 590000
-2 -1 14 5d0000
-1 -1 14 600000
-3 -1 15 530000
-2 -1 15 600000
-1 -1 15 630000
-4 0 0 008fa7
-3 0 0 007c8e
-2 0 0 007c8e
-1 0 0 007c8e
-4 1 0 00889e
-3 1 0 007688
-2 1 0 007688
-1 1 0 007688
-4 2 0 00879c
-3 2 0 007e93
-2 2 0 007b8e
-1 2 0 007b8e
-4 3 0 008a9f
-3 3 0 008296
-2 3 0 008296
-1 3 0 008296
-4 4 0 008a9f
-3 4 0 008296
-2 4 0 008296
-1 4 0 008296
-4 5 0 008aa1
-3 5 0 008297
-2 5 0 008196
-1 5 0 008196
-4 1 1 00889e
-3 1 1 007688
-2 1 1 007688
-1 1 1 007688
-4 2 1 00879c
-3 2 1 007e93
-2 2 1 007b8e
-1 2 1 007b8e
-4 3 1 008a9f
-3 3 1 008296
-2 3 1 008296
-1 3 1 008296
-4 4 1 008a9f
-3 4 1 008296
-2 4 1 008296
-1 4 1 008296
-4 5 1 008aa1
-3 5 1 008297
-2 5 1 008196
-1 5 1 008196
-2 0 5 6d0000
-1 0 5 620000
-2 1 5 6d0000
-1 1 5 620000
-2 2 5 660000
-1 2 5 610000
-2 3 5 6c0000
-1 3 5 670000
-2 4 5 720000
-1 4 5 720000
-1 5 5 780000
-2 0 6 6d0000
-1 0 6 5f0000
-2 1 6 6d0000
-1 1 6 620000
-6 2 6 957655
-5 2 6 957655
-2 2 6 620000
-1 2 6 5d0000
-6 3 6 957655
-5 3 6 957655
-2 3 6 660000
-1 3 6 610000
-2 4 6 670000
-1 4 6 670000
-1 5 6 6e0000
-2 0 7 6d0000
-1 0 7 5f0000
-6 1 7 957655
-5 1 7 957655
-2 1 7 6d0000
-1 1 7 620000
-6 2 7 957655
-5 2 7 957655
-2 2 7 620000
-1 2 7 5d0000
-6 3 7 957655
-5 3 7 957655
-2 3 7 670000
-1 3 7 610000
-2 4 7 670000
-1 4 7 670000
-1 5 7 6d0000
-2 0 8 6f0000
-1 0 8 610000
-6 1 8 957655
-5 1 8 957655
-2 1 8 6f0000
-1 1 8 650000
-6 2 8 957655
-5 2 8 957655
-2 2 8 6a0000
-1 2 8 6a0000
-2 3 8 720000
-1 3 8 720000
-2 4 8 6d0000
-1 4 8 6d0000
-2 0 9 700000
-1 0 9 650000
-6 1 9 957655
-5 1 9 957655
-2 1 9 700000
-1 1 9 650000
-6 2 9 907252
-5 2 9 907252
-2 2 9 710000
-1 2 9 730000
-2 3 9 7a0000
-1 3 9 7b0000
-1 4 9 750000
-2 0 10 760000
-1 0 10 6d0000
-6 1 10 917353
-5 1 10 917353
-2 1 10 760000
-1 1 10 700000
-6 2 10 876b4d
-5 2 10 876b4d
-2 2 10 710000
-1 2 10 730000
-2 3 10 7e0000
-1 3 10 7f0000
-1 4 10 790000
-2 0 11 590000
-1 0 11 520000
-6 1 11 866a4d
-5 1 11 866a4d
-2 1 11 590000
-1 1 11 550000
-6 2 11 7d6348
-5 2 11 7d6348
-2 2 11 580000
-1 2 11 5a0000
-2 3 11 5e0000
-1 3 11 5f0000
-1 4 11 5b0000
-2 0 12 590000
-1 0 12 520000
